NUM,Pot,TreatmentGroup,Exp1Group,Plant,Date1,Height1,Date2,Height2,Notes2,Date3,Height3,Notes3,Date4,Height4,Notes4,Date5,Height5,Notes5,Date6,Height6,Notes6,Date7,Height7,Notes7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,254,3,3,Privet,17/10/2023,30,20/11/2023,38.5,,12/10/2023,39,,21/01/2024,52,,21/02/2024,59.5,,21/03/2024,68,,21/04/2024,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,254,3,3,Nightshade,17/10/2023,28,20/11/2023,34,,12/10/2023,30,,21/01/2024,35,,21/02/2024,29,,21/03/2024,30,,21/04/2024,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,8,20,5,Manuka Sapling,17/10/2023,120,18/11/2023,124,,12/10/2023,123.5,,21/01/2024,125.5,,21/02/2024,111,,21/03/2024,112.5,,21/04/2024,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,8,20,5,Manuka Seedling,17/10/2023,54.5,20/11/2023,37.5,,12/10/2023,37.5,,21/01/2024,36.5,,21/02/2024,46.5,,21/03/2024,,dead,21/04/2024,56,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,8,20,5,Wattle,17/10/2023,44.5,20/11/2023,44,,12/10/2023,46,,21/01/2024,66.5,,21/02/2024,84,,21/03/2024,104,,21/04/2024,125.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,8,20,5,Privet,17/10/2023,48.5,20/11/2023,35,,12/10/2023,39.5,,21/01/2024,36,,21/02/2024,47,,21/03/2024,54.5,,21/04/2024,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,155,12,2,Manuka Sapling,17/10/2023,135,18/11/2023,138,,12/10/2023,156,,21/01/2024,171,,21/02/2024,173,,21/03/2024,173.5,,21/04/2024,168.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,155,12,2,Wattle,11/09/2023,,20/11/2023,23,dead,12/10/2023,10,,21/01/2024,13,,21/02/2024,10,dead,21/03/2024,12,dead,21/04/2024,12,"dead, fell out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,155,12,2,Privet,17/10/2023,16.5,20/11/2023,18,,12/10/2023,22,,21/01/2024,28,,21/02/2024,37,,21/03/2024,46,,21/04/2024,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,155,12,2,Nightshade,17/10/2023,11.5,20/11/2023,8,,12/10/2023,7,,21/01/2024,9.5,,21/02/2024,11,,21/03/2024,9.5,,21/04/2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,245,18,4,Manuka Sapling,17/10/2023,,18/11/2023,,,12/10/2023,84.5,,21/01/2024,79.5,,21/02/2024,78,,21/03/2024,77,,21/04/2024,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,245,18,4,Manuka Seedling,17/10/2023,34,20/11/2023,33,,12/10/2023,29,,21/01/2024,28.5,,21/02/2024,51.5,dead,21/03/2024,29.5,dead,21/04/2024,31,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,245,18,4,Wattle,17/10/2023,,20/11/2023,51,from 53,12/10/2023,53,,21/01/2024,55,,21/02/2024,58,,21/03/2024,62,,21/04/2024,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,245,18,4,Nightshade,17/10/2023,17,20/11/2023,22,,12/10/2023,22,,21/01/2024,31,,21/02/2024,27.5,,21/03/2024,29,,21/04/2024,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,12,12,2,Manuka Sapling,17/10/2023,97,18/11/2023,103,,12/10/2023,117,,21/01/2024,123,,21/02/2024,122.5,,21/03/2024,124.5,,21/04/2024,125.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,12,12,2,Wattle,11/09/2023,21,20/11/2023,20,dead,12/10/2023,13,dead,21/01/2024,14,,21/02/2024,12,dead,21/03/2024,12.5,dead,21/04/2024,13,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,12,12,2,Privet,17/10/2023,15,20/11/2023,17.5,,12/10/2023,20.5,,21/01/2024,27.5,,21/02/2024,39.5,,21/03/2024,41,,21/04/2024,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,12,12,2,Nightshade,17/10/2023,9,20/11/2023,9,,12/10/2023,8.5,,21/01/2024,7,,21/02/2024,9.5,,21/03/2024,8.5,,21/04/2024,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,53,21,5,Manuka Sapling,17/10/2023,76.5,18/11/2023,79,,12/10/2023,78.5,,21/01/2024,80,,21/02/2024,82,,21/03/2024,76.5,,21/04/2024,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,53,21,5,Manuka Seedling,11/09/2023,25.5,20/11/2023,26,dead,12/10/2023,25,,21/01/2024,25,dead,21/02/2024,27,dead,21/03/2024,24,dead,21/04/2024,,"dead, gone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,53,21,5,Wattle,17/10/2023,49.5,20/11/2023,51,switched to 245,12/10/2023,,,21/01/2024,,,21/02/2024,6,"dead, fell out",21/03/2024,4,dead,21/04/2024,5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,53,21,5,Privet,17/10/2023,18,20/11/2023,26,,12/10/2023,28,,21/01/2024,39.5,,21/02/2024,44.5,,21/03/2024,55.5,,21/04/2024,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,112,19,5,Manuka Sapling,17/10/2023,121,18/11/2023,133,,12/10/2023,141.5,,21/01/2024,147,,21/02/2024,150,,21/03/2024,154,,21/04/2024,154.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,112,19,5,Manuka Seedling,17/10/2023,54,20/11/2023,45.5,,12/10/2023,46.5,,21/01/2024,47.5,,21/02/2024,49,,21/03/2024,44,dead,21/04/2024,46.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,112,19,5,Wattle,17/10/2023,42,20/11/2023,45.5,switched to 52,12/10/2023,,,21/01/2024,,,21/02/2024,,,21/03/2024,,,21/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,112,19,5,Privet,17/10/2023,30,20/11/2023,35.5,,12/10/2023,37,,21/01/2024,44.5,,21/02/2024,50.5,,21/03/2024,51,,21/04/2024,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,41,13,3,Manuka Sapling,17/10/2023,87,18/11/2023,91,,12/10/2023,95,,21/01/2024,99,,21/02/2024,100,,21/03/2024,99,,21/04/2024,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,41,13,3,Manuka Seedling,17/10/2023,47,20/11/2023,50,,12/10/2023,53.5,,21/01/2024,57,,21/02/2024,59,,21/03/2024,59,,21/04/2024,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,41,13,3,Privet,17/10/2023,29,20/11/2023,33,,12/10/2023,36.5,,21/01/2024,47,,21/02/2024,58.5,,21/03/2024,61,,21/04/2024,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,41,13,3,Nightshade,17/10/2023,20.5,20/11/2023,24.5,,12/10/2023,23,,21/01/2024,26,,21/02/2024,29,,21/03/2024,31,,21/04/2024,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,61,5,5,Manuka Sapling,17/10/2023,100.5,18/11/2023,105.5,,12/10/2023,109.5,,21/01/2024,113,,21/02/2024,113.5,,21/03/2024,112.5,,21/04/2024,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,61,5,5,Manuka Seedling,17/10/2023,47,20/11/2023,49.5,,12/10/2023,53.5,,21/01/2024,59,,21/02/2024,60,,21/03/2024,59,,21/04/2024,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,61,5,5,Wattle,17/10/2023,24,20/11/2023,24,,12/10/2023,,,21/01/2024,,,21/02/2024,,,21/03/2024,,,21/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,61,5,5,Privet,17/10/2023,21,20/11/2023,23.5,,12/10/2023,27,,21/01/2024,35,,21/02/2024,40,,21/03/2024,47,,21/04/2024,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,57,16,4,Manuka Sapling,17/10/2023,107.5,18/11/2023,120,,12/10/2023,130.5,,21/01/2024,136,,21/02/2024,150,,21/03/2024,155.5,,21/04/2024,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,57,16,4,Manuka Seedling,17/10/2023,43,20/11/2023,44,,12/10/2023,46,,21/01/2024,52,,21/02/2024,58,,21/03/2024,59,,21/04/2024,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,57,16,4,Wattle,17/10/2023,44.5,20/11/2023,47.5,,12/10/2023,49,,21/01/2024,72,,21/02/2024,91,,21/03/2024,105,,21/04/2024,132.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,57,16,4,Nightshade,17/10/2023,14.5,20/11/2023,14,,12/10/2023,17,,21/01/2024,16.5,,21/02/2024,16,,21/03/2024,17,looks rough,21/04/2024,17,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,168,15,3,Manuka Sapling,17/10/2023,67,18/11/2023,75,,12/10/2023,76.5,,21/01/2024,82,,21/02/2024,84.5,,21/03/2024,85,,21/04/2024,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,168,15,3,Manuka Seedling,17/10/2023,54,20/11/2023,56,,12/10/2023,57,,21/01/2024,42,,21/02/2024,48,,21/03/2024,39.5,dead,21/04/2024,40.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,168,15,3,Privet,17/10/2023,21,20/11/2023,23,,12/10/2023,27,,21/01/2024,47,,21/02/2024,41.5,,21/03/2024,41,,21/04/2024,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,168,15,3,Nightshade,17/10/2023,38,20/11/2023,37,,12/10/2023,37,,21/01/2024,40,,21/02/2024,40.5,,21/03/2024,41.5,,21/04/2024,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,207,14,3,Manuka Sapling,17/10/2023,94,18/11/2023,79.5,,12/10/2023,84,,21/01/2024,98.5,,21/02/2024,105,,21/03/2024,106.5,,21/04/2024,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,207,14,3,Manuka Seedling,17/10/2023,50.5,20/11/2023,50,,12/10/2023,49,,21/01/2024,50,,21/02/2024,45.5,,21/03/2024,47,,21/04/2024,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,207,14,3,Privet,17/10/2023,30,20/11/2023,31.5,,12/10/2023,44.5,,21/01/2024,45,,21/02/2024,85,,21/03/2024,90,,21/04/2024,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,207,14,3,Nightshade,17/10/2023,23,20/11/2023,24,,12/10/2023,17.5,,21/01/2024,18.5,"no leaves, green stem",21/02/2024,17,,21/03/2024,18.5,no leaves,21/04/2024,13,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,10,16,4,Manuka Sapling,17/10/2023,162,18/11/2023,158.5,,12/10/2023,168,,21/01/2024,166,,21/02/2024,174,,21/03/2024,166,,21/04/2024,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,10,16,4,Manuka Seedling,17/10/2023,51,20/11/2023,50.5,,12/10/2023,53,,21/01/2024,51,,21/02/2024,54,,21/03/2024,52.5,,21/04/2024,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,10,16,4,Wattle,17/10/2023,69,20/11/2023,68,,12/10/2023,80,,21/01/2024,99,,21/02/2024,114,,21/03/2024,126,,21/04/2024,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,10,16,4,Nightshade,17/10/2023,31,20/11/2023,36,,12/10/2023,34,,21/01/2024,30,,21/02/2024,27.5,,21/03/2024,25.5,,21/04/2024,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,79,19,5,Manuka Sapling,17/10/2023,95,18/11/2023,101.5,,12/10/2023,106,,21/01/2024,106,,21/02/2024,106,,21/03/2024,99.5,,21/04/2024,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,79,19,5,Manuka Seedling,17/10/2023,50,20/11/2023,51.5,,12/10/2023,51,,21/01/2024,40,,21/02/2024,41.5,,21/03/2024,44,,21/04/2024,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,79,19,5,Wattle,17/10/2023,27.5,20/11/2023,29,,12/10/2023,28.5,,21/01/2024,30,,21/02/2024,41,,21/03/2024,46,,21/04/2024,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,79,19,5,Privet,17/10/2023,32,20/11/2023,36,,12/10/2023,38.5,,21/01/2024,50,,21/02/2024,53,,21/03/2024,66,,21/04/2024,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,3,20,5,Manuka Sapling,17/10/2023,87,18/11/2023,102,,12/10/2023,107.5,,21/01/2024,118.5,,21/02/2024,119,,21/03/2024,118,,21/04/2024,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,3,20,5,Manuka Seedling,17/10/2023,40.5,20/11/2023,40.5,mostly dead,12/10/2023,44,,21/01/2024,48,,21/02/2024,47,,21/03/2024,46.5,,21/04/2024,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,3,20,5,Wattle,17/10/2023,54.5,20/11/2023,54,,12/10/2023,53,,21/01/2024,51,dead,21/02/2024,50,dead,21/03/2024,50,dead,21/04/2024,51.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,3,20,5,Privet,17/10/2023,18,20/11/2023,30.5,,12/10/2023,31.5,,21/01/2024,42,,21/02/2024,49.5,,21/03/2024,58,,21/04/2024,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,52,18,4,Manuka Sapling,17/10/2023,124,18/11/2023,131.5,,12/10/2023,132,,21/01/2024,134.5,,21/02/2024,139.5,,21/03/2024,140,,21/04/2024,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,52,18,4,Manuka Seedling,17/10/2023,56,20/11/2023,56,,12/10/2023,55,,21/01/2024,54.5,dead,21/02/2024,53,dead,21/03/2024,55,dead,21/04/2024,54.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,52,18,4,Wattle,11/09/2023,,20/11/2023,45.5,from 112,12/10/2023,47.5,,21/01/2024,43,dead,21/02/2024,43,dead,21/03/2024,42.5,dead,21/04/2024,43.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,52,18,4,Nightshade,17/10/2023,51.5,20/11/2023,63,,12/10/2023,69,,21/01/2024,74.5,,21/02/2024,85,,21/03/2024,82,,21/04/2024,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,67,11,2,Manuka Sapling,17/10/2023,139,18/11/2023,176,,12/10/2023,142,,21/01/2024,147,,21/02/2024,145.5,,21/03/2024,146.5,,21/04/2024,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,67,11,2,Wattle,17/10/2023,17,20/11/2023,14.5,,12/10/2023,16,,21/01/2024,19.5,,21/02/2024,,dead,21/03/2024,13,dead,21/04/2024,13,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,67,11,2,Privet,17/10/2023,12,20/11/2023,17.5,,12/10/2023,18,,21/01/2024,22.5,,21/02/2024,26.5,,21/03/2024,27,,21/04/2024,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,67,11,2,Nightshade,17/10/2023,11,20/11/2023,13,,12/10/2023,11,,21/01/2024,10.5,,21/02/2024,11.5,,21/03/2024,12,,21/04/2024,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,71,21,5,Manuka Sapling,17/10/2023,118,18/11/2023,129,,12/10/2023,130,,21/01/2024,132.5,,21/02/2024,137,,21/03/2024,137,,21/04/2024,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,71,21,5,Manuka Seedling,17/10/2023,42.5,20/11/2023,42.5,,12/10/2023,43,dead,21/01/2024,39,,21/02/2024,42,,21/03/2024,42,dead,21/04/2024,43,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,71,21,5,Wattle,17/10/2023,49,20/11/2023,65.5,,12/10/2023,78,,21/01/2024,112.5,,21/02/2024,146,,21/03/2024,158.5,,21/04/2024,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,71,21,5,Privet,17/10/2023,16.5,20/11/2023,26,,12/10/2023,28.5,,21/01/2024,36,,21/02/2024,39,,21/03/2024,37,,21/04/2024,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,133,14,3,Manuka Sapling,17/10/2023,95,18/11/2023,100.5,,12/10/2023,103,,21/01/2024,109.5,,21/02/2024,112,,21/03/2024,112.5,,21/04/2024,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,133,14,3,Manuka Seedling,17/10/2023,43,20/11/2023,46,,12/10/2023,47,,21/01/2024,52,,21/02/2024,54.5,,21/03/2024,53.5,dead,21/04/2024,54,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,133,14,3,Privet,17/10/2023,57.5,20/11/2023,77,,12/10/2023,90,,21/01/2024,100,,21/02/2024,106.5,,21/03/2024,109,,21/04/2024,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,133,14,3,Nightshade,17/10/2023,34.5,20/11/2023,40,,12/10/2023,38,,21/01/2024,37.5,,21/02/2024,35,,21/03/2024,35.5,,21/04/2024,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,183,10,2,Manuka Sapling,17/10/2023,,18/11/2023,90,,12/10/2023,93.5,,21/01/2024,100.5,,21/02/2024,101.5,,21/03/2024,100,,21/04/2024,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,183,10,2,Wattle,17/10/2023,28,20/11/2023,27.7,,12/10/2023,28,,21/01/2024,26,dead,21/02/2024,23,alive!!,21/03/2024,43,,21/04/2024,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,183,10,2,Privet,17/10/2023,30,20/11/2023,31.5,,12/10/2023,32,,21/01/2024,36,,21/02/2024,42,,21/03/2024,27,,21/04/2024,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,183,10,2,Nightshade,17/10/2023,13.5,20/11/2023,16.5,,12/10/2023,15.5,,21/01/2024,24,,21/02/2024,27,dead,21/03/2024,26,,21/04/2024,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,16,9,2,Manuka Sapling,17/10/2023,78.5,18/11/2023,77,,12/10/2023,79,,21/01/2024,84,,21/02/2024,84,,21/03/2024,84,,21/04/2024,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,16,9,2,Wattle,17/10/2023,12,20/11/2023,10,,12/10/2023,10,dead,21/01/2024,10,dead,21/02/2024,10,dead,21/03/2024,9.5,dead,21/04/2024,10.5,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,16,9,2,Privet,17/10/2023,23,20/11/2023,31,,12/10/2023,42.5,,21/01/2024,49,,21/02/2024,58,,21/03/2024,55.5,,21/04/2024,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,16,9,2,Nightshade,17/10/2023,22.5,20/11/2023,27,,12/10/2023,26.5,,21/01/2024,29.5,,21/02/2024,31,,21/03/2024,28.5,,21/04/2024,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,115,3,3,Manuka Sapling,17/10/2023,99,18/11/2023,112,,12/10/2023,124.5,,21/01/2024,127,,21/02/2024,127,,21/03/2024,127,,21/04/2024,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,115,3,3,Manuka Seedling,17/10/2023,41.5,20/11/2023,43.5,,12/10/2023,46.5,,21/01/2024,54,,21/02/2024,57.5,,21/03/2024,59,,21/04/2024,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,115,3,3,Privet,17/10/2023,22,20/11/2023,32,,12/10/2023,39,,21/01/2024,49,,21/02/2024,49,,21/03/2024,53,,21/04/2024,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,115,3,3,Nightshade,17/10/2023,13.5,20/11/2023,15,,12/10/2023,11,,21/01/2024,11.5,,21/02/2024,9,,21/03/2024,10,,21/04/2024,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,126,14,3,Manuka Sapling,17/10/2023,98,18/11/2023,111.5,,12/10/2023,120,,21/01/2024,121.5,,21/02/2024,120,,21/03/2024,116.5,,21/04/2024,112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,126,14,3,Manuka Seedling,17/10/2023,38,20/11/2023,41.5,,12/10/2023,48.5,,21/01/2024,58,,21/02/2024,67,,21/03/2024,69.5,,21/04/2024,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,126,14,3,Privet,17/10/2023,14,20/11/2023,16,,12/10/2023,23.5,,21/01/2024,25.5,,21/02/2024,30,,21/03/2024,31,,21/04/2024,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,126,14,3,Nightshade,17/10/2023,11,20/11/2023,15,,12/10/2023,12,,21/01/2024,11.5,,21/02/2024,13,,21/03/2024,12,,21/04/2024,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,240,10,2,Manuka Sapling,17/10/2023,103.5,18/11/2023,120,,12/10/2023,127.5,,21/01/2024,133.5,,21/02/2024,131.5,,21/03/2024,140,,21/04/2024,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,240,10,2,Wattle,17/10/2023,44.5,20/11/2023,46.5,,12/10/2023,50.5,,21/01/2024,54,,21/02/2024,53.5,,21/03/2024,57,,21/04/2024,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,240,10,2,Privet,17/10/2023,53.5,20/11/2023,57,,12/10/2023,62,,21/01/2024,64,,21/02/2024,68,,21/03/2024,71,,21/04/2024,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,240,10,2,Nightshade,17/10/2023,32.5,20/11/2023,53,,12/10/2023,60,,21/01/2024,86,,21/02/2024,98.5,,21/03/2024,99,,21/04/2024,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,43,5,5,Manuka Sapling,17/10/2023,137,18/11/2023,146.5,,12/10/2023,156,,21/01/2024,159.5,,21/02/2024,161.5,,21/03/2024,159,,21/04/2024,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,43,5,5,Manuka Seedling,17/10/2023,50,20/11/2023,57,,12/10/2023,60,,21/01/2024,59,,21/02/2024,58,,21/03/2024,60,,21/04/2024,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,43,5,5,Wattle,17/10/2023,56,20/11/2023,49,,12/10/2023,49,dead,21/01/2024,,,21/02/2024,,"dead, fell out",21/03/2024,47,dead,21/04/2024,47,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
