CreationDate,EndOutcome,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,x,y
8/06/2022 2:46,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7099612,-36.82095286
8/06/2022 2:49,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7101954,-36.82072621
8/06/2022 2:49,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7181034,-36.81350797
8/06/2022 2:50,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7101646,-36.82107125
8/06/2022 2:51,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7105702,-36.82127414
8/06/2022 2:54,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7108194,-36.82108051
8/06/2022 3:08,SQ,,,,,4-NoSignOfFlowering,0.5,0.1,Seedling,4-NoSignOfFlowering,0.5,1,Seedling,4-NoSignOfFlowering,1,2,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,2,Adult,,,,,4-NoSignOfFlowering,0.1,0.25,Juvenile,,,,,,,,,,,,174.7095,-36.81756288
8/06/2022 3:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7090633,-36.81743556
8/06/2022 3:14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7090633,-36.81743556
8/06/2022 3:14,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7087163,-36.8175483
8/06/2022 3:16,SQ,4-NoSignOfFlowering,2,10,Adult,,,,,4-NoSignOfFlowering,0.5,2,Adult,6-Pods bursting or fruit mature,0.4,20,5-Pods or Fruit forming,3,1,Adult,,,,,,,,,4-NoSignOfFlowering,0.5,3,Adult,,,,,,,,,,,,,,,,,,,,174.7109302,-36.82110822
8/06/2022 3:24,SQ,4-NoSignOfFlowering,0.5,0.1,Adult,3-Flowers visible,3,6,Adult,,,,,4-NoSignOfFlowering,0.5,3,,,,,,,,,,,,,4-NoSignOfFlowering,2,6,Adult,,,,,,,,,,,,5-Pods or Fruit forming,0.5,1,Adult,,,,,174.7181544,-36.8137176
8/06/2022 22:02,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7182849,-36.81389186
8/06/2022 22:04,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7185497,-36.81396042
8/06/2022 22:05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7186872,-36.81378621
8/06/2022 22:09,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7186206,-36.81406641
8/06/2022 22:13,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.718598,-36.81416892
8/06/2022 22:20,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7153939,-36.81747177
8/06/2022 22:20,SQ,,,,,,,,,4-NoSignOfFlowering,1,0.5,Juvenile,4-NoSignOfFlowering,1,3,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,5,Juvenile,,,,,4-NoSignOfFlowering,2,20,Adult,,,,,,,,,,,,174.7188057,-36.81193833
8/06/2022 22:20,SQ,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,4-NoSignOfFlowering,1,3,Juvenile,4-NoSignOfFlowering,1,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,174.7187592,-36.81213547
8/06/2022 22:20,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7186891,-36.812507
8/06/2022 22:20,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7187879,-36.81306109
8/06/2022 22:20,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7188496,-36.81326183
8/06/2022 22:20,S,,,,,,,,,,,,,6-Pods bursting or fruit mature,1,7,4-NoSignOfFlowering,3,4,Seedling,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1.5,Juvenile,,,,,,,,,,,,174.7189553,-36.8134218
8/06/2022 22:20,S,4-NoSignOfFlowering,0.5,1,Seedling,,,,,4-NoSignOfFlowering,0.5,2,Juvenile,4-NoSignOfFlowering,1,3,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,2,Juvenile,,,,,,,,,,,,,,,,,,,,174.7192351,-36.81394085
8/06/2022 22:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7192232,-36.81431435
8/06/2022 22:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7191573,-36.81449795
8/06/2022 22:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7190349,-36.8147049
8/06/2022 22:28,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7188959,-36.81485205
8/06/2022 22:35,SQ,,,,,4-NoSignOfFlowering,0.5,0.25,Juvenile,4-NoSignOfFlowering,2,0.5,Seedling,4-NoSignOfFlowering,0.5,0.25,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,4,Adult,,,,,,,,4-NoSignOfFlowering,1,0.25,Adult,174.7183217,-36.81424956
8/06/2022 22:35,SQ,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,4-NoSignOfFlowering,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7192615,-36.81412421
8/06/2022 22:39,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7181646,-36.81415312
8/06/2022 22:40,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7180021,-36.81399911
8/06/2022 22:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7176693,-36.8141069
8/06/2022 22:49,SQ,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,4-NoSignOfFlowering,1.5,4,Juvenile,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,2-Buds forming,2,12,Adult,,,,,,,,,,,,,,,,,,,,174.7186957,-36.81500192
8/06/2022 22:52,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7174541,-36.81414902
8/06/2022 22:52,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7182239,-36.81543283
8/06/2022 22:59,SQ,,,,,,,,,4-NoSignOfFlowering,0.4,0.5,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,1,Adult,,,,,4-NoSignOfFlowering,0.1,0.1,Juvenile,,,,,,,,,,,,174.7184519,-36.814779
8/06/2022 23:04,S,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,4-NoSignOfFlowering,1.5,3,Juvenile,,,,,,,,,,,,,,,,,,,,174.7180806,-36.81557926
8/06/2022 23:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7179703,-36.81571153
8/06/2022 23:08,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7178716,-36.81586307
8/06/2022 23:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7177755,-36.81602158
8/06/2022 23:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7176414,-36.81625367
8/06/2022 23:14,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7173698,-36.81623158
8/06/2022 23:15,S,,,,,3-Flowers visible,2,3,Adult,,,,,,,,5-Pods or Fruit forming,2,3,Adult,,,,,,,,,4-NoSignOfFlowering,2,8,Adult,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,174.7182836,-36.81461832
8/06/2022 23:17,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.717534,-36.81648212
8/06/2022 23:32,S,,,,,,,,,,,,,6-Pods bursting or fruit mature,1.5,2,4-NoSignOfFlowering,0.5,1,Seedling,,,,,,,,,4-NoSignOfFlowering,2,3,Juvenile,,,,,,,,,,,,,,,,,,,,174.717247,-36.81684577
8/06/2022 23:33,S,,,,,4-NoSignOfFlowering,1,2,Juvenile,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7182022,-36.81473344
8/06/2022 23:34,SQ,4-NoSignOfFlowering,3.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,,Adult,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,174.7176006,-36.81399969
8/06/2022 23:50,S,,,,,,,,,4-NoSignOfFlowering,1.5,6,Adult,,,,4-NoSignOfFlowering,0.5,1,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,174.718271,-36.81487405
8/06/2022 23:53,S,6-Pods bursting or fruit mature,2,4,Adult,,,,,,,,,4-NoSignOfFlowering,1,4,4-NoSignOfFlowering,0.5,1,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,10,Adult,,,,,,,,,,,,174.7168405,-36.81663274
9/06/2022 0:04,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7160062,-36.81666241
9/06/2022 0:15,SQ,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7159254,-36.81610921
9/06/2022 0:20,SQ,4-NoSignOfFlowering,1,0.5,Adult,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,,,,,,,,,,,,,174.717879,-36.81383666
9/06/2022 0:22,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,0.3,0.3,Seedling,,,,,,,,,,,,174.7164333,-36.81694413
9/06/2022 0:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7162136,-36.81684811
9/06/2022 0:25,S,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7158627,-36.81570197
9/06/2022 0:34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7169711,-36.81695176
9/06/2022 0:59,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7162324,-36.8154537
9/06/2022 1:00,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7163924,-36.81539863
9/06/2022 1:16,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7163349,-36.81340868
9/06/2022 1:18,SQ,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,5,10,Adult,,,,,,,,,,,,174.7164823,-36.81529302
9/06/2022 1:19,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7163958,-36.81326623
9/06/2022 1:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7162632,-36.81526406
9/06/2022 1:33,S,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,4-NoSignOfFlowering,0.5,0.5,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,4-NoSignOfFlowering,3,6,Adult,,,,,,,,4-NoSignOfFlowering,3,6,Adult,174.7158485,-36.81531142
9/06/2022 1:39,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7158162,-36.815138
9/06/2022 1:49,SQ,,,,,,,,,4-NoSignOfFlowering,1.5,0.5,Juvenile,6-Pods bursting or fruit mature,1,3,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,174.7165135,-36.81311217
9/06/2022 2:00,SQ,1-Too soon to tell,1.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,,,,5-Pods or Fruit forming,1.5,0.5,Adult,,,,,174.7157735,-36.81497086
9/06/2022 2:11,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7166696,-36.81295128
9/06/2022 2:27,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.715732,-36.81478902
9/06/2022 2:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7156524,-36.81443547
9/06/2022 2:35,SQ,4-NoSignOfFlowering,0.5,0.1,Seedling,,,,,,,,,6-Pods bursting or fruit mature,1,2,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,4-NoSignOfFlowering,3,20,Adult,,,,,4-NoSignOfFlowering,2,6,Adult,,,,,,,,,,,,174.7168362,-36.81283239
9/06/2022 2:38,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7169508,-36.81275259
9/06/2022 2:48,SQ,,,,,,,,,,,,,1-Too soon to tell,0.5,3,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,174.7156114,-36.81426041
9/06/2022 2:53,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7155948,-36.81405904
9/06/2022 2:54,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7156233,-36.81365608
9/06/2022 2:54,S,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7169508,-36.81275259
9/06/2022 2:57,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7156709,-36.81348643
9/06/2022 3:00,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7157602,-36.8131519
9/06/2022 3:01,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7173199,-36.8125539
9/06/2022 3:02,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7158171,-36.81297186
9/06/2022 3:04,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7158379,-36.81279199
9/06/2022 22:23,SQ,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Adult,4-NoSignOfFlowering,0.5,2,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.7152207,-36.81598792
9/06/2022 22:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7139811,-36.81563236
9/06/2022 22:29,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7138481,-36.81559699
9/06/2022 22:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7135789,-36.81551594
9/06/2022 22:44,S,,,,,,,,,1-Too soon to tell,0.1,0.2,Seedling,1-Too soon to tell,0.2,0.3,1-Too soon to tell,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,1-Too soon to tell,1,1,Juvenile,,,,,,,,,,,,174.7133599,-36.81542382
9/06/2022 23:19,SQ,1-Too soon to tell,0.5,0.5,Seedling,,,,,,,,,1-Too soon to tell,0.5,0.5,1-Too soon to tell,0.3,0.3,Seedling,,,,,,,,,1-Too soon to tell,1,2,Adult,,,,,,,,,,,,,,,,,,,,174.7130691,-36.8156138
9/06/2022 23:59,SQ,4-NoSignOfFlowering,2,1,Adult,,,,,1-Too soon to tell,1,2,Adult,1-Too soon to tell,1,1,1-Too soon to tell,0.15,0.1,Seedling,,,,,,,,,1-Too soon to tell,1,2,Adult,,,,,,,,,,,,,,,,,,,,174.7128298,-36.81548823
10/06/2022 0:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7124649,-36.81519437
10/06/2022 0:18,SQ,,,,,3-Flowers visible,2,4,Adult,,,,,,,,4-NoSignOfFlowering,0.4,0.1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7126408,-36.81491169
10/06/2022 0:46,SQ,,,,,,,,,,,,,,,,3-Flowers visible,3,3,Adult,,,,,,,,,,,,,,,,,3-Flowers visible,2,4,Adult,,,,,,,,,,,,174.7125262,-36.81477527
10/06/2022 0:48,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7122777,-36.81441388
10/06/2022 0:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7126638,-36.81454209
10/06/2022 1:35,S,,,,,3-Flowers visible,1.5,6,Adult,1-Too soon to tell,0.3,3,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,5,Adult,,,,,1-Too soon to tell,1,1,Adult,,,,,,,,,,,,174.712868,-36.81459502
10/06/2022 1:37,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7134291,-36.81480444
10/06/2022 1:57,SQ,,,,,3-Flowers visible,1.5,4,Adult,,,,,1-Too soon to tell,0.3,0.5,1-Too soon to tell,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7137866,-36.8150274
10/06/2022 2:13,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7137301,-36.81532504
10/06/2022 2:25,S,,,,,,,,,,,,,,,,1-Too soon to tell,0.3,0.3,Seedling,,,,,,,,,,,,,,,,,1-Too soon to tell,0.1,0.3,Seedling,,,,,,,,,,,,174.7141911,-36.81545307
10/06/2022 2:28,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7144281,-36.8152141
10/06/2022 2:47,SQ,,,,,,,,,1-Too soon to tell,1,4,Adult,,,,1-Too soon to tell,0.3,0.5,Seedling,,,,,,,,,,,,,,,,,1-Too soon to tell,0.1,0.3,Seedling,,,,,,,,,,,,174.7146416,-36.81557792
10/06/2022 2:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7150806,-36.81568848
10/06/2022 21:46,S,5-Pods or Fruit forming,5,2,Adult,6-Pods bursting or fruit mature,3,50,Adult,,,,,,,,6-Pods bursting or fruit mature,4,4,Adult,,,,,,,,,4-NoSignOfFlowering,8,10,Adult,,,,,,,,,,,,6-Pods bursting or fruit mature,6,20,Adult,,,,,174.7178949,-36.81057921
10/06/2022 21:54,S,5-Pods or Fruit forming,5,2,Adult,6-Pods bursting or fruit mature,3,205,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,10,20,Adult,,,,,,,,,,,,6-Pods bursting or fruit mature,5,10,Adult,,,,,174.7182261,-36.8102122
10/06/2022 22:14,SQ,4-NoSignOfFlowering,1,0.25,Juvenile,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,4,Adult,,,,,,,,,,,,174.718703,-36.81052221
10/06/2022 22:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7178949,-36.81057921
10/06/2022 22:32,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7182261,-36.8102122
10/06/2022 23:48,S,4-NoSignOfFlowering,0.1,0.1,Seedling,3-Flowers visible,,4,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,20,Adult,,,,,4-NoSignOfFlowering,4,16,Adult,,,,6-Pods bursting or fruit mature,2,2,,,,,,174.713176,-36.81318107
10/06/2022 23:57,SQ,,,,,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,4-NoSignOfFlowering,0.1,0.5,Adult,,,,,,,,,,,,174.7102869,-36.81703679
11/06/2022 0:24,SQ,,,,,4-NoSignOfFlowering,,4,Adult,,,,,,,,,,,,,,,,6-Pods bursting or fruit mature,20,10,Adult,2-Buds forming,7,20,Adult,,,,,4-NoSignOfFlowering,1,4,Adult,,,,,,,,,,,,174.7192034,-36.8098947
11/06/2022 0:39,SQ,4-NoSignOfFlowering,0.1,0.1,Seedling,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,0-Don't know,0.25,10,Adult,,,,,0-Don't know,1,10,Adult,,,,,,,,,,,,174.709745,-36.81335504
11/06/2022 1:03,SQ,,,,,6-Pods bursting or fruit mature,,20,Adult,,,,,,,,5-Pods or Fruit forming,6,10,Adult,,,,,,,,,,,,,,,,,6-Pods bursting or fruit mature,2,4,,,,,,,,,,,,,174.7191994,-36.80974458
11/06/2022 1:32,SQ,4-NoSignOfFlowering,1.5,2,Adult,3-Flowers visible,2,2,Adult,,,,,6-Pods bursting or fruit mature,0.6,2,3-Flowers visible,2,2,Adult,,,,,,,,,4-NoSignOfFlowering,2,40,Adult,,,,,3-Flowers visible,2,10,Adult,,,,,,,,,,,,174.7207115,-36.81473022
11/06/2022 2:02,SQ,,,,,3-Flowers visible,1.5,1,Adult,4-NoSignOfFlowering,1,0.2,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.2,Adult,,,,,,,,,,,,174.7191983,-36.81603297
11/06/2022 2:45,SQ,4-NoSignOfFlowering,1,0.2,Adult,4-NoSignOfFlowering,1,0.1,Adult,4-NoSignOfFlowering,2,6,Adult,,,,4-NoSignOfFlowering,0.5,0.2,Juvenile,,,,,,,,,4-NoSignOfFlowering,1.5,1,Adult,,,,,4-NoSignOfFlowering,0.3,0.1,Adult,,,,,,,,,,,,174.7190646,-36.81594517
12/06/2022 22:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7121077,-36.82056297
12/06/2022 22:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.714546,-36.82035955
12/06/2022 22:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7147123,-36.82032065
12/06/2022 22:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7140167,-36.82042425
12/06/2022 22:36,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.716383,-36.82006371
12/06/2022 23:00,SQ,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Seedling,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,4-NoSignOfFlowering,2,2,Adult,,,,,174.7153062,-36.81980978
12/06/2022 23:19,SQ,,,,,4-NoSignOfFlowering,1,1,Juvenile,,,,,4-NoSignOfFlowering,1,1,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,6,Adult,,,,,,,,,,,,174.7152319,-36.81945732
12/06/2022 23:35,S,4-NoSignOfFlowering,4,10,Adult,,,,,,,,,,,,4-NoSignOfFlowering,1,0.5,Juvenile,,,,,,,,,4-NoSignOfFlowering,1,20,Adult,,,,,4-NoSignOfFlowering,5,10,Adult,,,,,,,,,,,,174.7144418,-36.81982516
12/06/2022 23:55,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,1,1,Adult,,,,,,,,,,,,174.7155677,-36.812722
12/06/2022 23:58,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7106766,-36.81652047
13/06/2022 0:02,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7121544,-36.81671434
13/06/2022 0:16,SQ,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7115706,-36.8163118
